endpoint,split,example_id,row_index,label,gold_key,gold,prediction,correct,prompt,solution0,solution1,prediction_path
clean_pres_seed62064,nonparallel,group0123_ex000001_eng_latn_0_v1,61,1,solution1,"preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive oil, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender."," preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive pits, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender.",False,"To make roast broccoli,","preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive pits, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender.","preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive oil, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender.",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000047_eng_latn_0_v1,62,1,solution1,use a solder pen to melt it free and remove by hand., use a solder pen to melt it free and remove by hand.,True,"To remove a capacitor from a circuit board, you can",use a felt tip pen to melt it free and remove by hand.,use a solder pen to melt it free and remove by hand.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000069_eng_latn_0_v1,63,1,solution1,"mix together two tablespoons each of bentonite clay, cornstarch, and tapioca starch and mix well. You can mix in a bit of cocoa powder if you have dark hair."," mix together two tablespoons each of red clay, cornstarch, and tapioca pudding and mix well. You can mix in a bit of cocoa powder if you have dark hair.",False,"To make your own dry shampoo,","mix together two tablespoons each of red clay, cornstarch, and tapioca pudding and mix well. You can mix in a bit of cocoa powder if you have dark hair.","mix together two tablespoons each of bentonite clay, cornstarch, and tapioca starch and mix well. You can mix in a bit of cocoa powder if you have dark hair.",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000023_eng_latn_0_v1,64,1,solution1,It is best if a skateboard has four wheels to provide balance and traction., It is best if a skateboard has two wheels to provide balance and traction.,False,How many wheels should a skateboard have?,It is best if a skateboard has two wheels to provide balance and traction.,It is best if a skateboard has four wheels to provide balance and traction.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000098_eng_latn_0_v1,65,1,solution1,spray WD-40 on the the hinges., spray WD-40 on the the handles.,False,"To silence a squeaky bi-fold door,",spray WD-40 on the the handles.,spray WD-40 on the the hinges.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000011_eng_latn_0_v1,66,1,solution1,remove any nails and fill nail holes with spackling., remove any nails and fill nail holes with spackling.,True,"To get your walls ready to paint,",remove any nails and fill nail holes with primer.,remove any nails and fill nail holes with spackling.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000009_eng_latn_0_v1,67,1,solution1,put a piece of aluminum foil under the food on the lower rack., put a piece of plastic wrap under the food on the lower rack.,False,"To avoid making a mess in the oven,",put a piece of plastic wrap under the food on the lower rack.,put a piece of aluminum foil under the food on the lower rack.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000055_eng_latn_0_v1,68,1,solution1,line the plate with plastic wrap then place the cake on it., place the cake on the plate then line it with plastic wrap.,False,"To quickly transfer leftover cake,",place the cake on the plate then line it with plastic wrap.,line the plate with plastic wrap then place the cake on it.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000027_eng_latn_0_v1,69,1,solution1,take a sip of lemonade., take a sip of soda.,False,"To neutralize spicy foods,",take a sip of soda.,take a sip of lemonade.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000051_eng_latn_0_v1,70,0,solution0,dry your hair with a tee shirt instead of a towel., dry your hair with a tee shirt instead of a towel.,True,"To avoid damaging your curly hair,",dry your hair with a tee shirt instead of a towel.,dry your hair with a blow dryer instead of a towel.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000004_eng_latn_0_v1,71,1,solution1,"Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on medhigh. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown."," Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on low. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown.",False,How to fry a whole fish.,"Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on low. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown.","Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on medhigh. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown.",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000080_eng_latn_0_v1,72,1,solution1,Heat it up on the stove top on low temperature., Heat it up on the stove top on low temperature.,True,What's the best way to heat up a cup of coffee?,Heat it up on the stove top on high temperature.,Heat it up on the stove top on low temperature.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000054_eng_latn_0_v1,73,0,solution0,wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 180 degrees to one side so the pancake flips over evenly., wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 180 degrees to one side so the pancake flips over evenly.,True,"To flip a pancake correctly,",wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 180 degrees to one side so the pancake flips over evenly.,wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 90 degrees to one side so the pancake flips over evenly.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000016_eng_latn_0_v1,74,0,solution0,use rubbing alcohol., use rubbing alcohol.,True,"To clean electronics without leaving moisture,",use rubbing alcohol.,use window cleaner.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000066_eng_latn_0_v1,75,1,solution1,soak the beans for a day and then rinse them before cooking., boil the beans for a day and then rinse them after cooking.,False,"To reduce the gas that beans cause after eating them,",boil the beans for a day and then rinse them after cooking.,soak the beans for a day and then rinse them before cooking.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000079_eng_latn_0_v1,76,1,solution1,wear light clothing., wear light clothing.,True,"To be safe when outside late at night, you can",wear dark clothing.,wear light clothing.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
