pair_id,category,pivot_norm_a,target_norm_a,target_norm_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,left_distance,right_distance,between_content_count,row_a,source_a
p0008877,causal_connector,if,tin,solid,content,1,101-250,101-250,3,5,2,16257,gutenberg
p0008878,spatial,below,costs,cost,content,1,251-500,501-1000,2,5,3,16262,bnc_spoken
p0008879,temporal,until,cost,demonstrate,content,1,501-1000,101-250,2,2,1,16262,bnc_spoken
p0008880,temporal,before,happened,nothing,verbish,1,1001+,1001+,3,6,3,16267,childes
p0008881,spatial,through,streamed,signaling,verbish,2,26-50,11-25,1,3,2,16270,qwen_pair_packed
p0008882,temporal,when,reduced,darling,verbish,2,101-250,251-500,2,3,2,16273,gutenberg
p0008883,spatial,through,damp,floors,content,1,51-100,51-100,6,2,5,16274,fw_preserved_compact_view
p0008884,spatial,against,soil,property,content,1,251-500,251-500,1,2,1,16274,fw_preserved_compact_view
p0008885,temporal,while,books,points,content,1,1001+,501-1000,1,5,2,16275,childes
p0008886,causal_connector,if,prove,idea,content,1,251-500,1001+,2,3,2,16282,gutenberg
p0008887,spatial,into,steers,detour,content,2,11-25,11-25,3,3,3,16283,qwen_pair_packed
p0008888,causal_connector,if,regular,boat,content,1,251-500,1001+,2,9,3,16290,gutenberg
p0008889,spatial,into,strength,alone,content,1,251-500,1001+,4,4,4,16291,gutenberg
p0008890,spatial,under,establish,strict,content,1,101-250,101-250,4,1,3,16295,fw_preserved_compact_view
p0008891,spatial,into,fits,rules,content,1,101-250,251-500,1,2,1,16295,fw_preserved_compact_view
p0008892,causal_connector,because,men,talked,verbish,1,1001+,501-1000,3,4,3,16298,gutenberg
p0008893,spatial,under,favourite,shade,content,1,101-250,101-250,2,2,2,16300,gutenberg
p0008894,temporal,when,cry,nurse,content,1,501-1000,501-1000,1,1,1,16300,gutenberg
p0008895,temporal,while,regarding,standing,verbish,1,251-500,1001+,3,3,3,16302,qwen_pair_packed
p0008896,spatial,towards,ran,progress,content,1,1001+,251-500,1,5,3,16305,gutenberg
p0008897,causal_connector,if,he'll,stones,content,2,501-1000,101-250,4,9,6,16305,gutenberg
p0008898,temporal,during,partner,sat,content,1,251-500,1001+,3,4,3,16307,gutenberg
p0008899,temporal,during,talking,evening,verbish,1,1001+,1001+,3,1,1,16307,gutenberg
p0008900,spatial,behind,hard,clock,content,2,1001+,501-1000,5,2,2,16310,gutenberg
p0008901,spatial,between,space,large,content,1,1001+,1001+,1,3,1,16310,gutenberg
p0008902,temporal,since,passed,seen,verbish,1,1001+,1001+,1,2,2,16313,open_subtitles
p0008903,temporal,when,smile,dress,content,1,501-1000,501-1000,4,4,4,16314,gutenberg
p0008904,causal_connector,if,weariness,annoyance,nominal,3,11-25,11-25,1,2,1,16314,gutenberg
p0008905,causal_connector,if,depends,spend,content,1,101-250,501-1000,3,6,3,16316,gutenberg
p0008906,temporal,before,word,afternoon,content,1,1001+,501-1000,1,5,1,16318,gutenberg
p0008907,temporal,when,choose,word,content,1,251-500,1001+,3,8,4,16318,gutenberg
p0008908,spatial,under,shook,brought,content,1,251-500,1001+,1,4,1,16324,qwen_pair_packed
p0008909,spatial,beneath,shook,arm,content,1,251-500,501-1000,1,4,1,16324,qwen_pair_packed
p0008910,spatial,through,almost,movie,content,1,1001+,1001+,6,2,4,16327,open_subtitles
p0008911,causal_connector,if,itself,touch,content,1,501-1000,501-1000,6,3,4,16327,open_subtitles
p0008912,temporal,while,race,races,content,1,501-1000,101-250,4,3,2,16329,qwen_pair_packed
p0008913,temporal,while,ball,plays,content,1,1001+,501-1000,1,2,1,16330,childes
p0008914,temporal,when,club,kid,content,2,1001+,501-1000,7,4,2,16335,open_subtitles
p0008915,temporal,when,sister,born,content,2,1001+,1001+,4,3,3,16335,open_subtitles
p0008916,causal_connector,if,seat,best,content,1,501-1000,1001+,5,5,3,16337,gutenberg
p0008917,temporal,before,started,passed,verbish,1,1001+,1001+,4,2,2,16340,open_subtitles
p0008918,causal_connector,because,seems,freedom,content,1,1001+,251-500,6,4,4,16342,bnc_spoken
p0008919,spatial,inside,write,draw,content,1,1001+,501-1000,4,6,4,16348,childes
p0008920,spatial,outside,write,draw,content,1,1001+,501-1000,7,3,4,16348,childes
p0008921,temporal,when,tim,jeffreys,capitalized,1,101-250,251-500,3,1,1,16349,gutenberg
p0008922,spatial,behind,what's,cry,content,2,1001+,501-1000,3,6,3,16349,gutenberg
p0008923,spatial,through,wide,storm,content,2,501-1000,251-500,2,4,3,16352,fw_preserved_compact_view
p0008924,spatial,through,extends,storm,content,2,51-100,251-500,1,4,2,16352,fw_preserved_compact_view
p0008925,causal_connector,if,happy,spent,content,1,1001+,501-1000,1,2,1,16354,gutenberg
p0008926,comparative,more,numbers,stock,content,1,501-1000,251-500,5,1,4,16358,fw_preserved_compact_view
p0008927,causal_connector,because,words,apple,content,1,1001+,501-1000,1,4,2,16364,childes
p0008928,comparative,better,victor,terry,capitalized,2,101-250,101-250,1,2,2,16367,open_subtitles
p0008929,comparative,than,victor,terry,capitalized,2,101-250,101-250,2,1,2,16367,open_subtitles
p0008930,temporal,while,saturn,neptune,capitalized,3,51-100,26-50,1,3,2,16377,fw_preserved_compact_view
p0008931,temporal,when,word,means,content,1,1001+,1001+,5,5,6,16380,open_subtitles
p0008932,temporal,before,party,wore,content,1,1001+,251-500,3,4,3,16381,gutenberg
p0008933,temporal,before,seen,taking,verbish,1,1001+,1001+,2,1,1,16386,qwen_pair_packed
p0008934,temporal,when,fourteen,started,verbish,2,251-500,1001+,1,3,2,16392,bnc_spoken
p0008935,causal_connector,though,needta,tells,content,1,251-500,251-500,5,4,3,16396,childes
p0008936,comparative,than,town,forest,content,1,1001+,501-1000,7,10,6,16398,gutenberg
p0008937,causal_connector,though,admit,tells,content,1,251-500,251-500,2,2,1,16398,gutenberg
p0008938,causal_connector,because,apart,tree,content,1,501-1000,1001+,1,5,2,16411,childes
p0008939,causal_connector,because,balloons,video,content,1,101-250,501-1000,1,3,2,16415,childes
p0008940,causal_connector,if,negatives,reinstate,content,2,11-25,6-10,2,4,3,16422,open_subtitles
p0008941,temporal,after,movement,weekly,capitalized,2,501-1000,101-250,1,3,2,16425,simple_wiki
p0008942,causal_connector,because,wow,spell,content,1,1001+,501-1000,3,6,3,16431,childes
p0008943,causal_connector,because,healthy,rich,content,1,251-500,501-1000,2,3,1,16432,fw_preserved_compact_view
p0008944,spatial,into,guys,fire,content,1,1001+,1001+,3,1,2,16436,childes
p0008945,temporal,when,lots,pretty,content,1,501-1000,1001+,6,9,6,16441,gutenberg
p0008946,temporal,once,lots,pretty,content,1,501-1000,1001+,9,6,6,16441,gutenberg
p0008947,spatial,beneath,locker,forecastle,content,3,51-100,11-25,2,2,2,16442,gutenberg
p0008948,spatial,into,herself,hair,content,1,1001+,1001+,1,5,2,16448,qwen_pair_packed
p0008949,temporal,after,art,struck,content,1,501-1000,251-500,2,2,2,16449,simple_wiki
p0008950,temporal,after,fit,functions,content,1,501-1000,101-250,4,4,4,16451,qwen_pair_packed
p0008951,temporal,after,soup,march,content,2,251-500,1001+,2,4,4,16453,open_subtitles
p0008952,comparative,than,stronger,beat,content,1,101-250,501-1000,1,3,2,16453,open_subtitles
p0008953,causal_connector,unless,food,boat,content,1,1001+,1001+,1,2,1,16455,gutenberg
p0008954,temporal,until,coming,getting,verbish,1,1001+,1001+,2,9,3,16455,gutenberg
p0008955,spatial,inside,colors,gray,content,1,501-1000,251-500,2,2,2,16472,fw_preserved_compact_view
p0008956,causal_connector,because,low,volume,content,1,1001+,251-500,2,2,2,16472,fw_preserved_compact_view
p0008957,causal_connector,because,town,didn’t,content,2,1001+,251-500,1,4,1,16473,simple_wiki
p0008958,temporal,after,comma,phrase,content,1,101-250,101-250,1,3,2,16474,fw_preserved_compact_view
p0008959,temporal,when,salt,plate,content,2,251-500,501-1000,8,8,4,16475,childes
p0008960,temporal,when,port,plague,content,1,251-500,51-100,1,3,2,16476,gutenberg
p0008961,temporal,until,sailors,sail,content,1,101-250,101-250,2,7,5,16476,gutenberg
p0008962,causal_connector,if,along,line,content,1,1001+,1001+,3,5,1,16489,bnc_spoken
p0008963,temporal,while,telephone,nina,content,1,501-1000,1001+,1,3,2,16491,childes
p0008964,causal_connector,if,word,honest,content,2,1001+,251-500,4,5,4,16493,qwen_pair_packed
p0008965,spatial,against,marched,resolved,verbish,1,101-250,101-250,1,3,2,16494,gutenberg
p0008966,spatial,between,chemistry,none,content,1,101-250,501-1000,1,5,2,16498,open_subtitles
p0008967,spatial,through,gain,success,content,1,251-500,251-500,1,2,1,16504,gutenberg
p0008968,temporal,after,due,neither,content,1,1001+,501-1000,5,2,5,16504,gutenberg
p0008969,comparative,than,pope,ben,capitalized,1,251-500,1001+,1,3,1,16507,gutenberg
p0008970,temporal,when,smell,save,content,1,251-500,1001+,1,3,2,16512,bnc_spoken
p0008971,spatial,between,bridge,extra,content,1,501-1000,501-1000,4,3,5,16523,bnc_spoken
p0008972,temporal,until,lane,friday,capitalized,1,251-500,501-1000,3,1,2,16523,bnc_spoken
p0008973,causal_connector,if,effect,stone,content,1,251-500,501-1000,3,3,3,16526,gutenberg
p0008974,causal_connector,if,fair,brave,content,1,501-1000,501-1000,4,3,2,16526,gutenberg
p0008975,temporal,during,focus,summer,content,1,251-500,1001+,1,2,1,16527,qwen_pair_packed
p0008976,comparative,more,happens,you'd,content,2,501-1000,1001+,1,5,3,16528,open_subtitles
p0008977,comparative,than,happens,you'd,content,2,501-1000,1001+,3,3,3,16528,open_subtitles
p0008978,temporal,while,mary,brian,capitalized,1,1001+,501-1000,3,1,2,16529,qwen_pair_packed
p0008979,spatial,behind,fire,police,content,1,1001+,1001+,2,3,1,16531,simple_wiki
p0008980,comparative,better,case,yourself,content,1,1001+,1001+,5,3,3,16538,gutenberg
p0008981,temporal,when,october,british,capitalized,1,1001+,1001+,2,2,2,16540,fw_preserved_compact_view
p0008982,temporal,when,october,british,capitalized,1,1001+,1001+,2,2,2,16540,fw_preserved_compact_view
p0008983,temporal,after,roosevelt,europe's,capitalized,2,51-100,26-50,3,3,3,16541,fw_preserved_compact_view
p0008984,temporal,during,marble,period,content,1,101-250,501-1000,10,2,3,16545,open_subtitles
p0008985,temporal,during,species,hours,content,2,501-1000,1001+,1,3,2,16547,fw_preserved_compact_view
p0008986,causal_connector,if,handle,slept,content,1,251-500,251-500,5,6,2,16548,open_subtitles
p0008987,temporal,until,start,almost,content,1,1001+,1001+,4,2,4,16549,qwen_pair_packed
p0008988,temporal,when,century,complex,content,1,1001+,251-500,1,2,1,16550,qwen_pair_packed
p0008989,spatial,outside,carefully,presently,adverbish,1,251-500,251-500,3,5,3,16550,qwen_pair_packed
p0008990,comparative,better,living,working,verbish,1,1001+,1001+,2,6,5,16551,qwen_pair_packed
p0008991,comparative,better,wages,conditions,content,2,51-100,251-500,6,2,5,16551,qwen_pair_packed
p0008992,comparative,than,blew,snow,content,1,101-250,501-1000,3,4,3,16556,gutenberg
p0008993,spatial,across,chair,floor,content,1,1001+,1001+,1,2,1,16557,childes
p0008994,spatial,through,happy,weak,content,1,1001+,251-500,2,3,3,16559,gutenberg
p0008995,temporal,when,strength,worst,content,1,251-500,251-500,2,2,2,16559,gutenberg
p0008996,comparative,than,developed,named,verbish,1,501-1000,1001+,1,5,2,16561,fw_preserved_compact_view
p0008997,spatial,under,tender,woods,content,1,101-250,501-1000,3,5,3,16563,qwen_pair_packed
p0008998,temporal,until,forgotten,remained,verbish,2,251-500,501-1000,1,3,1,16566,open_subtitles
p0008999,spatial,through,speaking,laughing,verbish,1,501-1000,501-1000,3,5,3,16566,open_subtitles
p0009000,causal_connector,though,seem,guess,content,1,501-1000,1001+,7,4,3,16567,gutenberg
p0009001,spatial,into,sword,lake,content,1,251-500,501-1000,1,2,1,16570,qwen_pair_packed
p0009002,spatial,into,cast,lake,content,1,251-500,501-1000,3,2,2,16570,qwen_pair_packed
p0009003,spatial,under,crawl,stove,content,1,51-100,101-250,1,4,3,16572,gutenberg
p0009004,causal_connector,if,guess,ain't,content,2,1001+,501-1000,2,2,2,16579,open_subtitles
p0009005,spatial,within,narrative,legal,adjectival,1,51-100,251-500,1,1,1,16588,qwen_pair_packed
p0009006,temporal,when,vote,doubt,content,1,501-1000,501-1000,6,2,2,16592,bnc_spoken
p0009007,comparative,better,month,watch,content,1,501-1000,1001+,3,1,1,16594,childes
p0009008,spatial,into,runs,highway,content,1,251-500,101-250,1,2,1,16597,open_subtitles
p0009009,spatial,against,attacks,bases,content,1,101-250,51-100,1,2,1,16604,open_subtitles
p0009010,comparative,more,mouth,words,content,1,1001+,1001+,3,3,2,16605,open_subtitles
p0009011,comparative,than,mouth,words,content,1,1001+,1001+,4,2,2,16605,open_subtitles
p0009012,temporal,during,frequency,decade,content,2,101-250,101-250,1,3,2,16610,fw_preserved_compact_view
p0009013,temporal,once,zara,bessie,capitalized,1,251-500,501-1000,4,1,2,16613,gutenberg
p0009014,spatial,across,serve,state,content,1,251-500,1001+,2,2,1,16613,gutenberg
p0009015,causal_connector,if,uses,it’s,content,2,501-1000,101-250,2,3,1,16614,fw_preserved_compact_view
p0009016,causal_connector,if,appreciate,finish,content,1,251-500,1001+,2,2,2,16618,open_subtitles
p0009017,causal_connector,if,imagine,entire,content,1,251-500,501-1000,6,5,4,16620,open_subtitles
p0009018,spatial,against,armed,mining,verbish,1,251-500,101-250,2,3,3,16620,open_subtitles
p0009019,causal_connector,because,gave,means,content,1,1001+,1001+,2,2,1,16623,gutenberg
p0009020,temporal,when,lighted,managed,verbish,1,51-100,251-500,2,6,3,16623,gutenberg
p0009021,spatial,through,rode,sick,content,1,251-500,501-1000,1,5,3,16624,gutenberg
p0009022,comparative,smaller,fleets,caspian,capitalized,3,11-25,11-25,5,3,2,16625,simple_wiki
p0009023,spatial,into,soviet,russian,capitalized,1,251-500,501-1000,5,2,3,16625,simple_wiki
p0009024,spatial,through,pierce,armor,content,2,51-100,51-100,1,1,1,16626,fw_preserved_compact_view
p0009025,temporal,after,soon,western,capitalized,1,1001+,501-1000,1,1,1,16626,fw_preserved_compact_view
p0009026,spatial,into,level,wrong,content,1,501-1000,1001+,3,2,2,16629,bnc_spoken
p0009027,spatial,into,afterwards,wrong,content,1,251-500,1001+,3,2,3,16629,bnc_spoken
p0009028,causal_connector,because,jew,nazis,capitalized,2,51-100,101-250,4,3,3,16634,simple_wiki
p0009029,temporal,before,horse,horsie,content,1,1001+,251-500,1,8,3,16644,childes
p0009030,temporal,until,avoid,stops,content,1,251-500,101-250,2,2,2,16646,fw_preserved_compact_view
p0009031,comparative,lower,canola,fats,content,2,6-10,26-50,3,2,3,16646,fw_preserved_compact_view
p0009032,temporal,when,myself,poor,content,1,1001+,1001+,7,1,3,16649,gutenberg
p0009033,spatial,into,marched,appearing,verbish,1,101-250,101-250,1,3,2,16650,qwen_pair_packed
p0009034,causal_connector,because,style,jewelry,content,2,251-500,51-100,2,10,4,16650,qwen_pair_packed
p0009035,causal_connector,if,format,issues,content,1,51-100,251-500,4,3,3,16659,bnc_spoken
p0009036,comparative,than,issues,questions,content,1,251-500,501-1000,2,1,1,16659,bnc_spoken
p0009037,spatial,within,starved,hindered,verbish,2,26-50,11-25,2,5,3,16672,gutenberg
p0009038,causal_connector,because,answered,nothing,verbish,1,501-1000,1001+,7,3,2,16672,gutenberg
p0009039,spatial,against,barrier,greedy,content,1,51-100,51-100,3,2,2,16673,qwen_pair_packed
p0009040,spatial,against,oars,tide,content,2,51-100,101-250,1,3,2,16673,qwen_pair_packed
p0009041,spatial,into,gum,purse,content,1,101-250,101-250,2,3,3,16677,open_subtitles
p0009042,causal_connector,if,seems,truth,content,1,1001+,501-1000,2,2,1,16688,gutenberg
p0009043,spatial,through,sisters,skin,content,1,251-500,501-1000,3,3,4,16690,open_subtitles
p0009044,temporal,since,released,played,verbish,1,1001+,1001+,5,6,5,16692,simple_wiki
p0009045,causal_connector,if,earth,attempt,content,1,1001+,251-500,1,2,1,16693,gutenberg
p0009046,temporal,when,full,touch,content,1,1001+,501-1000,3,2,2,16696,childes
p0009047,causal_connector,if,point,refer,content,1,1001+,251-500,3,4,2,16697,qwen_pair_packed
p0009048,causal_connector,if,point,refer,content,1,1001+,251-500,3,2,2,16697,qwen_pair_packed
p0009049,spatial,within,merry,minute,content,1,251-500,1001+,4,2,2,16700,gutenberg
p0009050,temporal,before,assets,tries,content,1,101-250,251-500,1,2,1,16701,open_subtitles
p0009051,temporal,before,lay,council,content,1,1001+,1001+,1,2,1,16704,gutenberg
p0009052,spatial,into,business,relationship,nominal,1,1001+,251-500,1,3,2,16706,bnc_spoken
p0009053,spatial,into,magnet,line,content,1,1001+,1001+,2,2,2,16707,childes
p0009054,causal_connector,if,taperecorder,kids,content,1,251-500,1001+,3,2,1,16708,childes
p0009055,causal_connector,if,rules,buddy,content,1,251-500,251-500,6,2,4,16708,childes
p0009056,spatial,into,wagons,halt,content,1,51-100,51-100,2,2,2,16713,gutenberg
p0009057,spatial,through,program,child,content,1,501-1000,1001+,1,2,1,16714,fw_preserved_compact_view
p0009058,spatial,through,program,child,content,1,501-1000,1001+,1,1,1,16714,fw_preserved_compact_view
p0009059,spatial,behind,officials,project,content,1,101-250,501-1000,3,2,2,16716,fw_preserved_compact_view
p0009060,temporal,when,looked,showed,verbish,1,1001+,501-1000,2,2,2,16717,gutenberg
p0009061,spatial,outside,what's,snow,content,2,1001+,501-1000,2,4,3,16718,childes
p0009062,spatial,through,english,middle,capitalized,1,1001+,1001+,2,1,2,16720,fw_preserved_compact_view
p0009063,temporal,while,labour,shone,content,2,251-500,101-250,1,3,2,16726,gutenberg
p0009064,temporal,when,separate,shadows,content,1,251-500,51-100,4,2,2,16726,gutenberg
p0009065,spatial,under,rope,beam,content,1,101-250,51-100,1,2,1,16730,open_subtitles
p0009066,temporal,when,ago,branch,content,1,1001+,251-500,1,6,2,16731,bnc_spoken
p0009067,causal_connector,if,mommy,word,content,2,1001+,1001+,1,4,1,16735,open_subtitles
p0009068,spatial,through,round,supper,content,1,1001+,501-1000,3,8,4,16741,gutenberg
p0009069,spatial,through,explicitly,implicitly,adverbish,3,26-50,6-10,3,3,3,16743,fw_preserved_compact_view
p0009070,temporal,when,heed,sparing,verbish,2,51-100,11-25,1,6,2,16747,gutenberg
p0009071,spatial,into,myself,shape,content,1,1001+,251-500,1,2,1,16747,gutenberg
p0009072,spatial,into,stepped,shed,verbish,1,101-250,101-250,1,3,2,16753,qwen_pair_packed
p0009073,comparative,less,proper,cent,content,2,251-500,101-250,6,4,4,16768,bnc_spoken
p0009074,comparative,than,proper,cent,content,2,251-500,101-250,7,3,4,16768,bnc_spoken
p0009075,spatial,into,worthy,difficulty,content,1,101-250,101-250,6,2,2,16769,gutenberg
