direction,anchor_correct_82,column,subtask,subgroup,fine_group,item_key,pred_id,gold,pred_82,pred_84,pred_alpha075,text_a,text_b
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1713,agent-properties_1713,Mohammed hates the bus less than the volleyball. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed hates the bus less than the volleyball. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed hates the volleyball less than the bus. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed hates the bus less than the volleyball. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed hates the bus less than the volleyball.,Mohammed hates the volleyball less than the bus.
chck84_correct_alpha075_wrong,0,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1773,agent-properties_1773,Mohammed wants the volleyball less than the bus. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed wants the bus less than the volleyball. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed wants the volleyball less than the bus. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed wants the bus less than the volleyball. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed wants the volleyball less than the bus.,Mohammed wants the bus less than the volleyball.
chck84_correct_alpha075_wrong,0,EWoK,agent-properties,agent-properties,direct|antonym|variable swap,EWoK/agent-properties/1783,agent-properties_1783,Ali hates the candle more than the airplane. Ali prefers the airplane over the candle.,Ali hates the candle less than the airplane. Ali prefers the airplane over the candle.,Ali hates the candle more than the airplane. Ali prefers the airplane over the candle.,Ali hates the candle less than the airplane. Ali prefers the airplane over the candle.,Ali hates the candle more than the airplane.,Ali hates the candle less than the airplane.
alpha075_correct_chck84_wrong,0,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/182,agent-properties_182,Jesse needs to see either Alex or Mohammed. Alex charges less than Mohammed. Jesse chooses Alex over Mohammed.,Jesse needs to see either Alex or Mohammed. Alex charges more than Mohammed. Jesse chooses Alex over Mohammed.,Jesse needs to see either Alex or Mohammed. Alex charges more than Mohammed. Jesse chooses Alex over Mohammed.,Jesse needs to see either Alex or Mohammed. Alex charges less than Mohammed. Jesse chooses Alex over Mohammed.,Jesse needs to see either Alex or Mohammed. Alex charges less than Mohammed.,Jesse needs to see either Alex or Mohammed. Alex charges more than Mohammed.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,direct|variable swap|variable swap,EWoK/agent-properties/1848,agent-properties_1848,Li hates the car more than the cooler. Li prefers the cooler over the car.,Li hates the car more than the cooler. Li prefers the cooler over the car.,Li hates the cooler more than the car. Li prefers the cooler over the car.,Li hates the car more than the cooler. Li prefers the cooler over the car.,Li hates the car more than the cooler.,Li hates the cooler more than the car.
chck84_correct_alpha075_wrong,0,EWoK,agent-properties,agent-properties,direct|variable swap|variable swap,EWoK/agent-properties/1850,agent-properties_1850,Li hates the cooler less than the car. Li prefers the cooler over the car.,Li hates the car less than the cooler. Li prefers the cooler over the car.,Li hates the cooler less than the car. Li prefers the cooler over the car.,Li hates the car less than the cooler. Li prefers the cooler over the car.,Li hates the cooler less than the car.,Li hates the car less than the cooler.
alpha075_correct_chck84_wrong,0,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1877,agent-properties_1877,Li decided to avoid Maria but not Fatima. Li prefers Fatima over Maria.,Li decided to talk to Maria but not Fatima. Li prefers Fatima over Maria.,Li decided to talk to Maria but not Fatima. Li prefers Fatima over Maria.,Li decided to avoid Maria but not Fatima. Li prefers Fatima over Maria.,Li decided to avoid Maria but not Fatima.,Li decided to talk to Maria but not Fatima.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1882,agent-properties_1882,"Upon seeing Carmen and Li, Mohammed started walking towards Carmen but not Li. Mohammed prefers Carmen over Li.","Upon seeing Carmen and Li, Mohammed started walking towards Carmen but not Li. Mohammed prefers Carmen over Li.","Upon seeing Carmen and Li, Mohammed started walking away from Carmen but not Li. Mohammed prefers Carmen over Li.","Upon seeing Carmen and Li, Mohammed started walking towards Carmen but not Li. Mohammed prefers Carmen over Li.","Upon seeing Carmen and Li, Mohammed started walking towards Carmen but not Li.","Upon seeing Carmen and Li, Mohammed started walking away from Carmen but not Li."
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1883,agent-properties_1883,"Upon seeing Carmen and Li, Mohammed started walking away from Carmen but not Li. Mohammed prefers Li over Carmen.","Upon seeing Carmen and Li, Mohammed started walking away from Carmen but not Li. Mohammed prefers Li over Carmen.","Upon seeing Carmen and Li, Mohammed started walking towards Carmen but not Li. Mohammed prefers Li over Carmen.","Upon seeing Carmen and Li, Mohammed started walking away from Carmen but not Li. Mohammed prefers Li over Carmen.","Upon seeing Carmen and Li, Mohammed started walking away from Carmen but not Li.","Upon seeing Carmen and Li, Mohammed started walking towards Carmen but not Li."
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1885,agent-properties_1885,"Upon seeing Maria and Fatima, Li started walking away from Maria but not Fatima. Li prefers Fatima over Maria.","Upon seeing Maria and Fatima, Li started walking away from Maria but not Fatima. Li prefers Fatima over Maria.","Upon seeing Maria and Fatima, Li started walking towards Maria but not Fatima. Li prefers Fatima over Maria.","Upon seeing Maria and Fatima, Li started walking away from Maria but not Fatima. Li prefers Fatima over Maria.","Upon seeing Maria and Fatima, Li started walking away from Maria but not Fatima.","Upon seeing Maria and Fatima, Li started walking towards Maria but not Fatima."
alpha075_correct_chck84_wrong,0,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1886,agent-properties_1886,"Upon seeing Wei and Jesse, Ali started walking towards Wei but not Jesse. Ali prefers Wei over Jesse.","Upon seeing Wei and Jesse, Ali started walking away from Wei but not Jesse. Ali prefers Wei over Jesse.","Upon seeing Wei and Jesse, Ali started walking away from Wei but not Jesse. Ali prefers Wei over Jesse.","Upon seeing Wei and Jesse, Ali started walking towards Wei but not Jesse. Ali prefers Wei over Jesse.","Upon seeing Wei and Jesse, Ali started walking towards Wei but not Jesse.","Upon seeing Wei and Jesse, Ali started walking away from Wei but not Jesse."
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1888,agent-properties_1888,"Upon seeing Yan and Ali, Chao started walking towards Yan but not Ali. Chao prefers Yan over Ali.","Upon seeing Yan and Ali, Chao started walking towards Yan but not Ali. Chao prefers Yan over Ali.","Upon seeing Yan and Ali, Chao started walking away from Yan but not Ali. Chao prefers Yan over Ali.","Upon seeing Yan and Ali, Chao started walking towards Yan but not Ali. Chao prefers Yan over Ali.","Upon seeing Yan and Ali, Chao started walking towards Yan but not Ali.","Upon seeing Yan and Ali, Chao started walking away from Yan but not Ali."
alpha075_correct_chck84_wrong,0,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1893,agent-properties_1893,"When choosing between playing chess and playing soccer, Mohammed always decides against playing chess. Mohammed prefers soccer over chess.","When choosing between playing chess and playing soccer, Mohammed always decides in favor of playing chess. Mohammed prefers soccer over chess.","When choosing between playing chess and playing soccer, Mohammed always decides in favor of playing chess. Mohammed prefers soccer over chess.","When choosing between playing chess and playing soccer, Mohammed always decides against playing chess. Mohammed prefers soccer over chess.","When choosing between playing chess and playing soccer, Mohammed always decides against playing chess.","When choosing between playing chess and playing soccer, Mohammed always decides in favor of playing chess."
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1895,agent-properties_1895,"When choosing between playing dominoes and playing basketball, Li always decides against playing dominoes. Li prefers basketball over dominoes.","When choosing between playing dominoes and playing basketball, Li always decides against playing dominoes. Li prefers basketball over dominoes.","When choosing between playing dominoes and playing basketball, Li always decides in favor of playing dominoes. Li prefers basketball over dominoes.","When choosing between playing dominoes and playing basketball, Li always decides against playing dominoes. Li prefers basketball over dominoes.","When choosing between playing dominoes and playing basketball, Li always decides against playing dominoes.","When choosing between playing dominoes and playing basketball, Li always decides in favor of playing dominoes."
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1899,agent-properties_1899,"When choosing between playing volleyball and playing tennis, Jesse always decides against playing volleyball. Jesse prefers tennis over volleyball.","When choosing between playing volleyball and playing tennis, Jesse always decides against playing volleyball. Jesse prefers tennis over volleyball.","When choosing between playing volleyball and playing tennis, Jesse always decides in favor of playing volleyball. Jesse prefers tennis over volleyball.","When choosing between playing volleyball and playing tennis, Jesse always decides against playing volleyball. Jesse prefers tennis over volleyball.","When choosing between playing volleyball and playing tennis, Jesse always decides against playing volleyball.","When choosing between playing volleyball and playing tennis, Jesse always decides in favor of playing volleyball."
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1906,agent-properties_1906,"When presented with the cooler and the car, Li decided to get the cooler but not the car. Li prefers the cooler over the car.","When presented with the cooler and the car, Li decided to get the cooler but not the car. Li prefers the cooler over the car.","When presented with the cooler and the car, Li decided to leave the cooler but not the car. Li prefers the cooler over the car.","When presented with the cooler and the car, Li decided to get the cooler but not the car. Li prefers the cooler over the car.","When presented with the cooler and the car, Li decided to get the cooler but not the car.","When presented with the cooler and the car, Li decided to leave the cooler but not the car."
chck84_correct_alpha075_wrong,0,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/192,agent-properties_192,Jesse wants either the truck or the box. The truck is closer to Jesse than the box. Jesse chooses the truck over the box.,Jesse wants either the truck or the box. The truck is farther from Jesse than the box. Jesse chooses the truck over the box.,Jesse wants either the truck or the box. The truck is closer to Jesse than the box. Jesse chooses the truck over the box.,Jesse wants either the truck or the box. The truck is farther from Jesse than the box. Jesse chooses the truck over the box.,Jesse wants either the truck or the box. The truck is closer to Jesse than the box.,Jesse wants either the truck or the box. The truck is farther from Jesse than the box.
