direction,column,subtask,subgroup,fine_group,item_key,pred_id,correct_82,correct_84,correct_100,gold,pred_82,pred_84,pred_100,text_a,text_b
loss_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10714,wugs_dist_in_between_10714,1,0,0,"A wug is a rat. A blicket is a pig. Therefore, a wug is a rodent.","A wug is a rat. A blicket is a pig. Therefore, a wug is a rodent.","A wug is a rat. A blicket is a pig. Therefore, a blicket is a rodent.","A wug is a rat. A blicket is a pig. Therefore, a blicket is a rodent.","A wug is a rat. A blicket is a pig. Therefore, a wug","A wug is a rat. A blicket is a pig. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10716,wugs_dist_in_between_10716,0,1,0,"A blicket is a mouse. A fep is a bear. Therefore, a blicket is a rodent.","A blicket is a mouse. A fep is a bear. Therefore, a fep is a rodent.","A blicket is a mouse. A fep is a bear. Therefore, a blicket is a rodent.","A blicket is a mouse. A fep is a bear. Therefore, a fep is a rodent.","A blicket is a mouse. A fep is a bear. Therefore, a blicket","A blicket is a mouse. A fep is a bear. Therefore, a fep"
gain_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10738,wugs_dist_in_between_10738,0,1,1,"A wug is a rabbit. A fep is a pig. Therefore, a wug is a rodent.","A wug is a rabbit. A fep is a pig. Therefore, a fep is a rodent.","A wug is a rabbit. A fep is a pig. Therefore, a wug is a rodent.","A wug is a rabbit. A fep is a pig. Therefore, a wug is a rodent.","A wug is a rabbit. A fep is a pig. Therefore, a wug","A wug is a rabbit. A fep is a pig. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/1074,wugs_dist_in_between_1074,1,0,0,"A blicket is a crayfish. A fep is a frog. Therefore, a blicket can be found underwater.","A blicket is a crayfish. A fep is a frog. Therefore, a blicket can be found underwater.","A blicket is a crayfish. A fep is a frog. Therefore, a fep can be found underwater.","A blicket is a crayfish. A fep is a frog. Therefore, a fep can be found underwater.","A blicket is a crayfish. A fep is a frog. Therefore, a blicket","A blicket is a crayfish. A fep is a frog. Therefore, a fep"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10779,wugs_dist_in_between_10779,1,1,0,"A blicket is a wolf. A wug is a rake. Therefore, a blicket is a scavenger.","A blicket is a wolf. A wug is a rake. Therefore, a blicket is a scavenger.","A blicket is a wolf. A wug is a rake. Therefore, a blicket is a scavenger.","A blicket is a wolf. A wug is a rake. Therefore, a wug is a scavenger.","A blicket is a wolf. A wug is a rake. Therefore, a blicket","A blicket is a wolf. A wug is a rake. Therefore, a wug"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/1078,wugs_dist_in_between_1078,1,1,0,"A blicket is a tuna. A fep is an avocado. Therefore, a blicket can be found underwater.","A blicket is a tuna. A fep is an avocado. Therefore, a blicket can be found underwater.","A blicket is a tuna. A fep is an avocado. Therefore, a blicket can be found underwater.","A blicket is a tuna. A fep is an avocado. Therefore, a fep can be found underwater.","A blicket is a tuna. A fep is an avocado. Therefore, a blicket","A blicket is a tuna. A fep is an avocado. Therefore, a fep"
gain_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10780,wugs_dist_in_between_10780,0,1,1,"A wug is a sardine. A fep is a frog. Therefore, a wug is a sea creature.","A wug is a sardine. A fep is a frog. Therefore, a fep is a sea creature.","A wug is a sardine. A fep is a frog. Therefore, a wug is a sea creature.","A wug is a sardine. A fep is a frog. Therefore, a wug is a sea creature.","A wug is a sardine. A fep is a frog. Therefore, a wug","A wug is a sardine. A fep is a frog. Therefore, a fep"
gain_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10784,wugs_dist_in_between_10784,0,1,1,"A dax is a shark. A fep is a frog. Therefore, a dax is a sea creature.","A dax is a shark. A fep is a frog. Therefore, a fep is a sea creature.","A dax is a shark. A fep is a frog. Therefore, a dax is a sea creature.","A dax is a shark. A fep is a frog. Therefore, a dax is a sea creature.","A dax is a shark. A fep is a frog. Therefore, a dax","A dax is a shark. A fep is a frog. Therefore, a fep"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10785,wugs_dist_in_between_10785,0,0,1,"A dax is a shark. A fep is a rattlesnake. Therefore, a dax is a sea creature.","A dax is a shark. A fep is a rattlesnake. Therefore, a fep is a sea creature.","A dax is a shark. A fep is a rattlesnake. Therefore, a fep is a sea creature.","A dax is a shark. A fep is a rattlesnake. Therefore, a dax is a sea creature.","A dax is a shark. A fep is a rattlesnake. Therefore, a dax","A dax is a shark. A fep is a rattlesnake. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10788,wugs_dist_in_between_10788,1,0,0,"A fep is a prawn. A dax is a centipede. Therefore, a fep is a sea creature.","A fep is a prawn. A dax is a centipede. Therefore, a fep is a sea creature.","A fep is a prawn. A dax is a centipede. Therefore, a dax is a sea creature.","A fep is a prawn. A dax is a centipede. Therefore, a dax is a sea creature.","A fep is a prawn. A dax is a centipede. Therefore, a fep","A fep is a prawn. A dax is a centipede. Therefore, a dax"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/1079,wugs_dist_in_between_1079,1,1,0,"A blicket is a tuna. A fep is a duck. Therefore, a blicket can be found underwater.","A blicket is a tuna. A fep is a duck. Therefore, a blicket can be found underwater.","A blicket is a tuna. A fep is a duck. Therefore, a blicket can be found underwater.","A blicket is a tuna. A fep is a duck. Therefore, a fep can be found underwater.","A blicket is a tuna. A fep is a duck. Therefore, a blicket","A blicket is a tuna. A fep is a duck. Therefore, a fep"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10795,wugs_dist_in_between_10795,1,1,0,"A blicket is a clam. A wug is a helmet. Therefore, a blicket is a sea creature.","A blicket is a clam. A wug is a helmet. Therefore, a blicket is a sea creature.","A blicket is a clam. A wug is a helmet. Therefore, a blicket is a sea creature.","A blicket is a clam. A wug is a helmet. Therefore, a wug is a sea creature.","A blicket is a clam. A wug is a helmet. Therefore, a blicket","A blicket is a clam. A wug is a helmet. Therefore, a wug"
loss_82_to_84,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10799,wugs_dist_in_between_10799,1,0,1,"A wug is a goldfish. A dax is a daffodil. Therefore, a wug is a sea creature.","A wug is a goldfish. A dax is a daffodil. Therefore, a wug is a sea creature.","A wug is a goldfish. A dax is a daffodil. Therefore, a dax is a sea creature.","A wug is a goldfish. A dax is a daffodil. Therefore, a wug is a sea creature.","A wug is a goldfish. A dax is a daffodil. Therefore, a wug","A wug is a goldfish. A dax is a daffodil. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/1080,wugs_dist_in_between_1080,1,0,0,"A dax is a cod. A fep is a frog. Therefore, a dax can be found underwater.","A dax is a cod. A fep is a frog. Therefore, a dax can be found underwater.","A dax is a cod. A fep is a frog. Therefore, a fep can be found underwater.","A dax is a cod. A fep is a frog. Therefore, a fep can be found underwater.","A dax is a cod. A fep is a frog. Therefore, a dax","A dax is a cod. A fep is a frog. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10802,wugs_dist_in_between_10802,1,0,1,"A wug is a cod. A dax is a turkey. Therefore, a wug is a sea creature.","A wug is a cod. A dax is a turkey. Therefore, a wug is a sea creature.","A wug is a cod. A dax is a turkey. Therefore, a dax is a sea creature.","A wug is a cod. A dax is a turkey. Therefore, a wug is a sea creature.","A wug is a cod. A dax is a turkey. Therefore, a wug","A wug is a cod. A dax is a turkey. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10808,wugs_dist_in_between_10808,1,0,1,"A fep is a trout. A dax is a frog. Therefore, a fep is a sea creature.","A fep is a trout. A dax is a frog. Therefore, a fep is a sea creature.","A fep is a trout. A dax is a frog. Therefore, a dax is a sea creature.","A fep is a trout. A dax is a frog. Therefore, a fep is a sea creature.","A fep is a trout. A dax is a frog. Therefore, a fep","A fep is a trout. A dax is a frog. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/1081,wugs_dist_in_between_1081,0,0,1,"A fep is a cod. A wug is a rattlesnake. Therefore, a fep can be found underwater.","A fep is a cod. A wug is a rattlesnake. Therefore, a wug can be found underwater.","A fep is a cod. A wug is a rattlesnake. Therefore, a wug can be found underwater.","A fep is a cod. A wug is a rattlesnake. Therefore, a fep can be found underwater.","A fep is a cod. A wug is a rattlesnake. Therefore, a fep","A fep is a cod. A wug is a rattlesnake. Therefore, a wug"
loss_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10812,wugs_dist_in_between_10812,1,0,1,"A wug is a mussel. A blicket is a slug. Therefore, a wug is a sea creature.","A wug is a mussel. A blicket is a slug. Therefore, a wug is a sea creature.","A wug is a mussel. A blicket is a slug. Therefore, a blicket is a sea creature.","A wug is a mussel. A blicket is a slug. Therefore, a wug is a sea creature.","A wug is a mussel. A blicket is a slug. Therefore, a wug","A wug is a mussel. A blicket is a slug. Therefore, a blicket"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10813,wugs_dist_in_between_10813,1,1,0,"A blicket is a mussel. A dax is a snail. Therefore, a blicket is a sea creature.","A blicket is a mussel. A dax is a snail. Therefore, a blicket is a sea creature.","A blicket is a mussel. A dax is a snail. Therefore, a blicket is a sea creature.","A blicket is a mussel. A dax is a snail. Therefore, a dax is a sea creature.","A blicket is a mussel. A dax is a snail. Therefore, a blicket","A blicket is a mussel. A dax is a snail. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10817,wugs_dist_in_between_10817,0,0,1,"A dax is a crayfish. A fep is a scorpion. Therefore, a dax is a sea creature.","A dax is a crayfish. A fep is a scorpion. Therefore, a fep is a sea creature.","A dax is a crayfish. A fep is a scorpion. Therefore, a fep is a sea creature.","A dax is a crayfish. A fep is a scorpion. Therefore, a dax is a sea creature.","A dax is a crayfish. A fep is a scorpion. Therefore, a dax","A dax is a crayfish. A fep is a scorpion. Therefore, a fep"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10818,wugs_dist_in_between_10818,0,0,1,"A wug is a crayfish. A dax is a frog. Therefore, a wug is a sea creature.","A wug is a crayfish. A dax is a frog. Therefore, a dax is a sea creature.","A wug is a crayfish. A dax is a frog. Therefore, a dax is a sea creature.","A wug is a crayfish. A dax is a frog. Therefore, a wug is a sea creature.","A wug is a crayfish. A dax is a frog. Therefore, a wug","A wug is a crayfish. A dax is a frog. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/1082,wugs_dist_in_between_1082,1,0,0,"A dax is a cod. A fep is a turkey. Therefore, a dax can be found underwater.","A dax is a cod. A fep is a turkey. Therefore, a dax can be found underwater.","A dax is a cod. A fep is a turkey. Therefore, a fep can be found underwater.","A dax is a cod. A fep is a turkey. Therefore, a fep can be found underwater.","A dax is a cod. A fep is a turkey. Therefore, a dax","A dax is a cod. A fep is a turkey. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10821,wugs_dist_in_between_10821,1,0,1,"A wug is a scallop. A blicket is an octopus. Therefore, a wug is a shellfish.","A wug is a scallop. A blicket is an octopus. Therefore, a wug is a shellfish.","A wug is a scallop. A blicket is an octopus. Therefore, a blicket is a shellfish.","A wug is a scallop. A blicket is an octopus. Therefore, a wug is a shellfish.","A wug is a scallop. A blicket is an octopus. Therefore, a wug","A wug is a scallop. A blicket is an octopus. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10832,wugs_dist_in_between_10832,1,0,0,"A wug is a crab. A dax is a centipede. Therefore, a wug is a shellfish.","A wug is a crab. A dax is a centipede. Therefore, a wug is a shellfish.","A wug is a crab. A dax is a centipede. Therefore, a dax is a shellfish.","A wug is a crab. A dax is a centipede. Therefore, a dax is a shellfish.","A wug is a crab. A dax is a centipede. Therefore, a wug","A wug is a crab. A dax is a centipede. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10841,wugs_dist_in_between_10841,0,1,0,"A fep is a mussel. A blicket is a sardine. Therefore, a fep is a shellfish.","A fep is a mussel. A blicket is a sardine. Therefore, a blicket is a shellfish.","A fep is a mussel. A blicket is a sardine. Therefore, a fep is a shellfish.","A fep is a mussel. A blicket is a sardine. Therefore, a blicket is a shellfish.","A fep is a mussel. A blicket is a sardine. Therefore, a fep","A fep is a mussel. A blicket is a sardine. Therefore, a blicket"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/1085,wugs_dist_in_between_1085,1,1,0,"A blicket is a mussel. A fep is a snail. Therefore, a blicket can be found underwater.","A blicket is a mussel. A fep is a snail. Therefore, a blicket can be found underwater.","A blicket is a mussel. A fep is a snail. Therefore, a blicket can be found underwater.","A blicket is a mussel. A fep is a snail. Therefore, a fep can be found underwater.","A blicket is a mussel. A fep is a snail. Therefore, a blicket","A blicket is a mussel. A fep is a snail. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/1086,wugs_dist_in_between_1086,1,0,0,"A dax is a mussel. A fep is an artichoke. Therefore, a dax can be found underwater.","A dax is a mussel. A fep is an artichoke. Therefore, a dax can be found underwater.","A dax is a mussel. A fep is an artichoke. Therefore, a fep can be found underwater.","A dax is a mussel. A fep is an artichoke. Therefore, a fep can be found underwater.","A dax is a mussel. A fep is an artichoke. Therefore, a dax","A dax is a mussel. A fep is an artichoke. Therefore, a fep"
gain_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10864,wugs_dist_in_between_10864,0,1,1,"A dax is a hummingbird. A fep is an eagle. Therefore, a dax is a small bird.","A dax is a hummingbird. A fep is an eagle. Therefore, a fep is a small bird.","A dax is a hummingbird. A fep is an eagle. Therefore, a dax is a small bird.","A dax is a hummingbird. A fep is an eagle. Therefore, a dax is a small bird.","A dax is a hummingbird. A fep is an eagle. Therefore, a dax","A dax is a hummingbird. A fep is an eagle. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10879,wugs_dist_in_between_10879,1,0,0,"A dax is a starling. A wug is a sledge. Therefore, a dax is a small bird.","A dax is a starling. A wug is a sledge. Therefore, a dax is a small bird.","A dax is a starling. A wug is a sledge. Therefore, a wug is a small bird.","A dax is a starling. A wug is a sledge. Therefore, a wug is a small bird.","A dax is a starling. A wug is a sledge. Therefore, a dax","A dax is a starling. A wug is a sledge. Therefore, a wug"
