endpoint,split,example_id,row_index,correct,gold,prediction,prompt,solution0,solution1,group,label,prediction_path
clean65,parallel,parallel_ex000105_eng_latn,99,1,The meat is soft, The meat is soft,How can you tell when frozen meat has thawed?,The meat is salted,The meat is soft,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000106_eng_latn,100,0,A spoon, A table,A dish towel is big enough to completely cover which of the following?,A table,A spoon,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000107_eng_latn,101,0,Light colored clothing, A heavy coat,"To be safe when walking alongside the road in the dark, what kind of clothes should you wear?",Waterproof clothing,Light colored clothing,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000108_eng_latn,102,0,A bucket, A 1 liter bottle,Which of the following containers can a football fit into?,A 1 liter bottle,A paper envelope,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,nonparallel,group0123_ex000088_eng_latn_0_v1,0,1,use a muffin tin for the various condiments., use a muffin tin for the various condiments.,"To serve condiments at a BBQ,",use a waffle iron for the various condiments.,use a muffin tin for the various condiments.,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000012_eng_latn_0_v1,1,1,tape holiday lights to the wall in pattern of a tree., tape holiday lights to the wall in pattern of a tree.,"To celebrate Christmas without room for a tree,",tape holiday lights to the wall in pattern of a tree.,tape holiday treats to the wall in pattern of a tree.,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000022_eng_latn_0_v1,2,1,"Add whipped cream, nuts, and chocolate on top of ice cream."," Add whipped cream, nuts, and chocolate on top of ice cream.",How do I make an ice cream sundae?,"Add whipped cream, nuts, and chocolate on top of ice cream.","Add ice cream on top of whipped cream, nuts, and chocolate.",clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000102_eng_latn_0_v1,3,0,bucket., cup.,A football can fit into a,bucket.,cup.,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000028_eng_latn_0_v1,4,1,Tackle the opponent in their own end zone., Tackle the opponent in their own end zone.,How do you score a safety in football?,Tackle the opponent before they reach your end zone.,Tackle the opponent in their own end zone.,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000002_eng_latn_0_v1,5,0,use a fork to crimp the edges., use a knife to crimp the edges.,"To crimp the edges of the pasty crust,",use a fork to crimp the edges.,use a knife to crimp the edges.,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000081_eng_latn_0_v1,6,0,bite hard into the candy with your mouth open in the dark., bite hard into the candy with your mouth closed in the dark.,"To see sparks produced with a wintergreen Lifesaver candy,",bite hard into the candy with your mouth open in the dark.,bite hard into the candy with your mouth closed in the dark.,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000018_eng_latn_0_v1,7,0,"use an electric knife with the blade pointed toward the bird, and slice thin slices of turkey breast."," use an electric knife with the blade pointed away from the bird, and slice thin slices of turkey breast.","To carve a Thanksgiving turkey,","use an electric knife with the blade pointed away from the bird, and slice thin slices of turkey breast.","use an electric knife with the blade pointed toward the bird, and slice thin slices of turkey breast.",clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000000_eng_latn_0_v1,8,1,"To make pie crust, you will need flour, sugar, butter, and ice water."," To make pie crust, you will need flour, sugar, butter, and ice water.",What ingredients do I need to make a shortcrust for mini pies?,"To make pie crust, you will need flour, sugar, butter, and ice water.","To make pie crust, you will need flour, sugar, butter, and ice cubes",clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000046_eng_latn_0_v1,9,1,"Add your dry ingredients to the bowl and stir them together well with a spoon, then add wet ingredients and stir it all together until joins, then use your hands to mix the dough until it forms a solid ball."," Add your dry ingredients to the bowl and stir them together well with a spoon, then add wet ingredients and stir it all together until joins, then use your hands to mix the dough until it forms a solid ball.",How should I mix the ingredients to make the dough for Thanksgiving rolls?,"Add your dry ingredients to the ball and stir them together well with a spoon then add wet ingredients and stir it all together until joins, then use your hands to mix the dough until it forms a solid ball.","Add your dry ingredients to the bowl and stir them together well with a spoon, then add wet ingredients and stir it all together until joins, then use your hands to mix the dough until it forms a solid ball.",clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000075_eng_latn_0_v1,10,0,score more runs than the opposing team., hit more baseballs than the opposing team.,"To win a baseball game,",hit more baseballs than the opposing team.,score more runs than the opposing team.,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000033_eng_latn_0_v1,11,1,Toast 2 frozen whole-wheat waffles. Spread one with peanut butter and the other with jelly. Sandwich together., Toast 2 frozen whole-wheat waffles. Spread one with peanut butter and the other with jelly. Sandwich together.,How to make waffle PB&J?,Toast 2 frozen whole-wheat waffles. Spread one with peanut butter and the other with jelly. Sandwich together.,Toast 2 frozen whole-wheat waffles. Spread one with peanut butter and the other with jerky. Sandwich together.,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000073_eng_latn_0_v1,12,1,"Place a banana cut down the middle into a bowl and then place three scoops of ice cream along the banana. Add chocolate syrup on top if you'd like, and then a cherry on top."," Place a banana cut down the middle into a bowl and then place three scoops of ice cream along the banana. Add chocolate syrup on top if you'd like, and then a cherry on top.",How do you make a banana split?,"Place a banana cut into disks into a bowl and then place three scoops of ice cream along the banana. Add chocolate syrup on top if you'd like, and then a cherry on top.","Place a banana cut down the middle into a bowl and then place three scoops of ice cream along the banana. Add chocolate syrup on top if you'd like, and then a cherry on top.",clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000021_eng_latn_0_v1,13,1,apply lemon juice to your hair and then sit in the sun., apply lemon juice to your hair and then sit in the sun.,"To bleach your hair without using bleach,",apply lemon juice to your hair and then sit in the sun.,apply baking soda to your hair and then sit in the sun,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000095_eng_latn_0_v1,14,0,place 2-3 marshmallows in your bag of brown sugar. Replace the marshmallows when they are hard., place 2-3 marshmallows in your bag of brown sugar. Replace the marshmallows when they are soft.,"To keep brown sugar soft,",place 2-3 marshmallows in your bag of brown sugar. Replace the marshmallows when they are soft.,place 2-3 marshmallows in your bag of brown sugar. Replace the marshmallows when they are hard.,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean65,nonparallel,group0123_ex000013_eng_latn_0_v1,15,1,many people use a pinched grip like they are holding a pencil or throwing a dart. You have much more control if you hold razor in between the handle and razor. In most circumstances try to hold the handle between you middle and pointer finger while steadying the blade with your thumb. Getting behind the neck can be tricky and you may have to modify your grip., many people use a pinched grip like they are holding a pencil or throwing a dart. You have much more control if you hold razor in between the handle and razor. In most circumstances try to hold the handle between you middle and pointer finger while steadying the blade with your thumb. Getting behind the neck can be tricky and you may have to modify your grip.,"To hold a razor blade properly for shaving,",many people use a pinched grip like they are holding a pencil or throwing a dart. You have much more control if you hold razor in between the handle and razor. In most circumstances try to hold the handle between you middle and pointer finger while steadying the blade with your thumb. Getting behind the neck can be tricky and you may have to modify your grip.,many people use a pinched grip like they are holding a pencil or throwing a dart. You have much more control if you hold razor in between the handle and razor. In most circumstances try to hold the handle between you middle and pointer finger while steadying the blade with your thumb. Getting behind the ears can be tricky and you may have to modify your grip.,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
